OBJECTID,OBJECTCLASS,OBJECTSUBCLASS,DESCRIPTION,REPOSITORY,CREATEDDATE,UPDATEDDATE,TRANSFERDATE,EXPIRATIONDATE,RENEWALMODE,RENEWALPERIOD,PREPAIDPERIOD,PAIDUNTILDATE,ACCOUNTINGDATE,FINALIZATIONDATE,FAILUREDATE,NEXTACTION,NEXTACTIONDATE,NAMESERVER,INTERNALNAMESERVER,STATUS,OWNERCONTACT,ADMINCONTACT,TECHCONTACT,BILLINGCONTACT,ROID,TRANSFERLOCK,ADDON-PROXY,ADDON-TRUSTEE,MISSINGPARAMETER,INVALIDPARAMETER,CLAIMKEY,TRANSFER-DIRECTION,TRANSFER-CREATEDDATE,TRANSFER-STATUS,TRANSFER-OLDREGISTRAR,TRANSFER-NEWREGISTRAR,User,SubUser,SubSubUsers
gfdgfdtg.com,DOMAIN,COM,gfdgfdtg.com,COM-OTE-1API1,2022-04-10 11:51:49,2022-04-25 12:15:15,0000-00-00 00:00:00,2026-04-10 11:51:49,AUTORENEW,1Y,0,2026-04-10 11:51:49,2026-04-05 11:51:49,2026-04-11 11:51:49,2026-05-24 11:51:49,pay,2026-04-05 11:51:49,ns1.hexonet.net ns2.hexonet.net,ns1.hexonet.net ns1.hexonet.net ns1.hexonet.net ns2.hexonet.net,ACTIVE clientTransferProhibited,P-VRT3380349,P-VRT3380349,P-VRT3380349,P-VRT3380349,,1,0,,,,,,,,,,test.user,,
dada54.com,DOMAIN,COM,dada54.com,COM-OTE-1API1,2022-05-12 10:24:19,2022-05-27 10:45:25,0000-00-00 00:00:00,2026-05-12 10:24:19,AUTORENEW,1Y,0,2026-05-12 10:24:19,2026-05-07 10:24:19,2026-05-13 10:24:19,2026-06-25 10:24:19,pay,2026-05-07 10:24:19,ns2.registrant-verification.ispapi.net ns3.registrant-verification.ispapi.net ns1.registrant-verification.ispapi.net,ns2.registrant-verification.ispapi.net ns1.registrant-verification.ispapi.net ns3.registrant-verification.ispapi.net,ACTIVE clientTransferProhibited,P-VRH3384581,P-VRH3384581,P-VRH3384581,P-VRH3384581,,1,0,,,,,,,,,,test.user,,
fdfrdsf.com,DOMAIN,COM,fdfrdsf.com,COM-OTE-1API1,2022-05-09 10:43:00,2022-05-24 10:45:20,0000-00-00 00:00:00,2026-05-09 10:43:00,AUTORENEW,1Y,0,2026-05-09 10:43:00,2026-05-04 10:43:00,2026-05-10 10:43:00,2026-06-22 10:43:00,pay,2026-05-04 10:43:00,ns2.registrant-verification.ispapi.net ns3.registrant-verification.ispapi.net ns1.registrant-verification.ispapi.net,ns1.registrant-verification.ispapi.net ns2.registrant-verification.ispapi.net ns3.registrant-verification.ispapi.net,ACTIVE clientTransferProhibited,P-VRH3383697,P-VRH3383697,P-VRH3383697,P-VRH3383697,,1,0,,,,,,,,,,test.user,,
ytriytir56.com,DOMAIN,COM,ytriytir56.com,COM-OTE-1API1,2022-05-12 10:19:26,2022-05-27 10:45:25,0000-00-00 00:00:00,2026-05-12 10:19:26,AUTORENEW,1Y,0,2026-05-12 10:19:26,2026-05-07 10:19:26,2026-05-13 10:19:26,2026-06-25 10:19:26,pay,2026-05-07 10:19:26,ns2.registrant-verification.ispapi.net ns3.registrant-verification.ispapi.net ns1.registrant-verification.ispapi.net,ns2.registrant-verification.ispapi.net ns1.registrant-verification.ispapi.net ns3.registrant-verification.ispapi.net,ACTIVE clientTransferProhibited,P-VRH3384581,P-VRH3384581,P-VRH3384581,P-VRH3384581,,1,0,,,,,,,,,,test.user,,
fghjs.com,DOMAIN,COM,fghjs.com,COM-OTE-1API1,2022-05-11 21:06:32,2022-05-26 21:15:20,0000-00-00 00:00:00,2026-05-11 21:06:32,AUTORENEW,1Y,0,2026-05-11 21:06:32,2026-05-06 21:06:32,2026-05-12 21:06:32,2026-06-24 21:06:32,pay,2026-05-06 21:06:32,ns2.registrant-verification.ispapi.net ns1.registrant-verification.ispapi.net ns3.registrant-verification.ispapi.net,ns1.registrant-verification.ispapi.net ns2.registrant-verification.ispapi.net ns3.registrant-verification.ispapi.net,ACTIVE clientTransferProhibited,P-VRH3384581,P-VRH3384581,P-VRH3384581,P-VRH3384581,,1,0,,,,,,,,,,test.user,,
fifthname.com,DOMAIN,COM,fifthname.com,COM-OTE-1API1,2022-05-31 18:15:26,2022-09-05 07:57:09,2022-09-05 07:57:09,2026-05-31 18:15:26,AUTORENEW,1Y,0,2026-05-31 18:15:26,2026-05-26 18:15:26,2026-06-01 18:15:26,2026-07-14 18:15:26,pay,2026-05-26 18:15:26,ns4.epik.com ns3.epik.com,ns4.epik.com ns3.epik.com,ACTIVE clientTransferProhibited,,,,,,1,0,,,,,,,,,,test.user,,
nologinnames.bike,DOMAIN,BIKE,nologinnames.bike,DONUTS-OTE-1API1,2022-07-25 06:46:25,2023-01-27 15:36:26,2023-01-26 18:43:56,2026-07-25 06:46:25,AUTORENEW,1Y,0,2026-07-25 06:46:25,2026-07-20 06:46:25,2026-07-26 06:46:25,2026-09-07 06:46:25,pay,2026-07-20 06:46:25,ns3.epik.com ns4.epik.com,,clientTransferProhibited ACTIVE,AUTO-PAA-3446107,AUTO-PAA-3446109,AUTO-PAA-3446111,AUTO-PAA-3446113,,1,0,,,,,,,,,,test.user,,
maxitems.com,DOMAIN,COM,maxitems.com,COM-OTE-1API1,2022-07-01 07:56:16,2023-01-25 11:44:03,2023-01-25 11:44:03,2026-07-01 07:56:16,AUTORENEW,1Y,0,2026-07-01 07:56:16,2026-06-26 07:56:16,2026-07-02 07:56:16,2026-08-14 07:56:16,pay,2026-06-26 07:56:16,host4.epik.com host3.epik.com,,ACTIVE clientTransferProhibited,,,,,,1,0,,,,,,,,,,test.user,,
your-desired-domain226.com,DOMAIN,COM,your-desired-domain226.com,COM-OTE-1API1,2022-08-18 12:28:59,2022-08-18 12:28:59,0000-00-00 00:00:00,2026-08-18 12:28:59,AUTORENEW,1Y,0,2026-08-18 12:28:59,2026-08-13 12:28:59,2026-08-19 12:28:59,2026-10-01 12:28:59,pay,2026-08-13 12:28:59,ns1.hexonet.net ns2.hexonet.net,ns1.hexonet.net ns1.hexonet.net ns1.hexonet.net ns2.hexonet.net,ACTIVE clientTransferProhibited,P-TUH1260830,P-TUH1260830,P-TUH1260830,P-TUH1260830,,1,0,,,,,,,,,,test.user,,
nologinnocoupon.bike,DOMAIN,BIKE,nologinnocoupon.bike,DONUTS-OTE-1API1,2022-07-25 09:37:56,2023-01-27 15:36:33,2023-01-26 18:43:56,2026-07-25 09:37:56,AUTORENEW,1Y,0,2026-07-25 09:37:56,2026-07-20 09:37:56,2026-07-26 09:37:56,2026-09-07 09:37:56,pay,2026-07-20 09:37:56,ns3.epik.com ns4.epik.com,,clientTransferProhibited ACTIVE,AUTO-PAA-3446131,AUTO-PAA-3446133,AUTO-PAA-3446135,AUTO-PAA-3446137,,1,0,,,,,,,,,,test.user,,
test0322061501.com,DOMAIN,COM,test0322061501.com,COM-OTE-1API1,2022-06-15 11:54:11,2022-06-30 12:15:17,0000-00-00 00:00:00,2026-06-15 11:54:11,AUTORENEW,1Y,0,2026-06-15 11:54:11,2026-06-10 11:54:11,2026-06-16 11:54:11,2026-07-29 11:54:11,pay,2026-06-10 11:54:11,ns3.dns24.hu ns4.dns24.hu ns1.dns24.hu ns2.dns24.hu,,ACTIVE clientTransferProhibited,P-EMP2540761,P-EMP2540761,P-EMP2540761,P-EMP2540761,,1,0,,,,,,,,,,test.user,,
test0322072502.com,DOMAIN,COM,test0322072502.com,COM-OTE-1API1,2022-07-25 13:22:44,2022-08-09 13:45:16,0000-00-00 00:00:00,2026-07-25 13:22:44,AUTORENEW,1Y,0,2026-07-25 13:22:44,2026-07-20 13:22:44,2026-07-26 13:22:44,2026-09-07 13:22:44,pay,2026-07-20 13:22:44,ns2.dns24.hu ns4.dns24.hu ns1.dns24.hu ns3.dns24.hu,,ACTIVE clientTransferProhibited,P-EMP2540761,P-EMP2540761,P-EMP2540761,P-EMP2540761,,1,0,,,,,,,,,,test.user,,
checkbulknl1.com,DOMAIN,COM,checkbulknl1.com,COM-OTE-1API1,2022-09-02 19:42:36,2023-01-24 20:59:04,2023-01-24 20:59:04,2026-09-02 19:42:36,AUTORENEW,1Y,0,2026-09-02 19:42:36,2026-08-28 19:42:36,2026-09-03 19:42:36,2026-10-16 19:42:36,pay,2026-08-28 19:42:36,ns3.epik.com ns4.epik.com,ns3.epik.com ns4.epik.com,ACTIVE clientTransferProhibited,,,,,,1,0,,,,,,,,,,test.user,,
doby2.com,DOMAIN,COM,doby2.com,COM-OTE-1API1,2022-05-31 09:55:46,2022-09-02 10:18:54,2022-09-02 10:18:54,2026-05-31 09:55:46,AUTORENEW,1Y,0,2026-05-31 09:55:46,2026-05-26 09:55:46,2026-06-01 09:55:46,2026-07-14 09:55:46,pay,2026-05-26 09:55:46,ns3.epik.com ns4.epik.com,ns3.epik.com ns4.epik.com,clientTransferProhibited ACTIVE,,,,,,1,0,,,,,,,,,,test.user,,
maxusagetwo.co,DOMAIN,CO,maxusagetwo.co,ARI-OTE-1API1,2022-07-14 07:27:38,2023-01-26 18:08:08,2023-01-26 18:07:08,2026-07-14 07:27:38,AUTORENEW,1Y,0,2026-07-14 07:27:38,2026-07-07 07:27:38,2026-07-14 07:27:38,2026-08-27 07:27:38,pay,2026-07-07 07:27:38,ns4.epik.com ns3.epik.com,,ACTIVE clientTransferProhibited,AUTO-NXX-3445992,AUTO-UAZ-3445994,AUTO-JWS-3445996,AUTO-YPB-3445998,,1,0,,,,,,,,,,test.user,,
your-desired-domain223.com,DOMAIN,COM,your-desired-domain223.com,COM-OTE-1API1,2022-08-18 12:03:00,2022-08-18 12:03:00,0000-00-00 00:00:00,2026-08-18 12:03:00,AUTORENEW,1Y,0,2026-08-18 12:03:00,2026-08-13 12:03:00,2026-08-19 12:03:00,2026-10-01 12:03:00,pay,2026-08-13 12:03:00,ns1.hexonet.net ns2.hexonet.net,ns1.hexonet.net ns1.hexonet.net ns1.hexonet.net ns2.hexonet.net,ACTIVE clientTransferProhibited,P-TUH1260830,P-TUH1260830,P-TUH1260830,P-TUH1260830,,1,0,,,,,,,,,,test.user,,
test.cam,DOMAIN,PREMIUM_CAM_L,test.cam,CENTRALNIC-OTE-1API,2022-06-20 16:37:59,2022-07-05 16:45:18,0000-00-00 00:00:00,2026-06-20 23:59:59,AUTORENEW,1Y,0,2026-06-20 23:59:59,2026-06-20 23:59:59,2026-08-03 23:59:59,2026-08-03 23:59:59,pay,2026-06-20 23:59:59,ns4.epik.com ns3.epik.com,,ACTIVE,P-PAA3410171,P-PAA3410172,P-PAA3410173,P-PAA3410174,,0,,,,,,,,,,,test.user,,
greagargarge.com,DOMAIN,COM,greagargarge.com,COM-OTE-1API1,2022-07-18 09:43:13,2022-07-18 09:44:10,0000-00-00 00:00:00,2026-07-18 09:43:13,AUTORENEW,1Y,0,2026-07-18 09:43:13,2026-07-13 09:43:13,2026-07-19 09:43:13,2026-08-31 09:43:13,pay,2026-07-13 09:43:13,ns2.ispapi.net ns3.ispapi.net ns1.ispapi.net,ns2.ispapi.net ns1.ispapi.net ns3.ispapi.net,ACTIVE clientTransferProhibited,P-MWL3409826,P-MWL3409826,P-MWL3409826,P-MWL3409826,,1,0,,,,,,,,,,test.user,,
gehra.us,DOMAIN,US,gehra.us,ARI-OTE-1API1,2022-06-03 10:40:19,2022-06-08 10:40:19,0000-00-00 00:00:00,2026-06-03 10:40:19,AUTORENEW,1Y,0,2026-06-03 10:40:19,2026-06-03 10:40:19,2026-07-17 10:40:19,2026-07-17 10:40:19,pay,2026-06-03 10:40:19,ns2.ispapi.net ns3.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ACTIVE clientTransferProhibited,P-MWL3409826,P-MWL3409826,P-MWL3409826,P-MWL3409826,,1,,,,,,,,,,,test.user,,
your-desired-domain224.com,DOMAIN,COM,your-desired-domain224.com,COM-OTE-1API1,2022-08-18 12:13:40,2022-08-18 12:13:41,0000-00-00 00:00:00,2026-08-18 12:13:40,AUTORENEW,1Y,0,2026-08-18 12:13:40,2026-08-13 12:13:40,2026-08-19 12:13:40,2026-10-01 12:13:40,pay,2026-08-13 12:13:40,ns2.hexonet.net ns1.hexonet.net,ns1.hexonet.net ns1.hexonet.net ns1.hexonet.net ns2.hexonet.net,ACTIVE clientTransferProhibited,P-TUH1260830,P-TUH1260830,P-TUH1260830,P-TUH1260830,,1,0,,,,,,,,,,test.user,,
gaiusbon.us,DOMAIN,US,gaiusbon.us,ARI-OTE-1API1,2022-06-03 12:25:32,2022-06-08 12:25:32,0000-00-00 00:00:00,2026-06-03 12:25:32,AUTORENEW,1Y,0,2026-06-03 12:25:32,2026-06-03 12:25:32,2026-07-17 12:25:32,2026-07-17 12:25:32,pay,2026-06-03 12:25:32,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ACTIVE clientTransferProhibited,P-MWL3409826,P-MWL3409826,P-MWL3409826,P-MWL3409826,,1,,,,,,,,,,,test.user,,
checkbulknl119.com,DOMAIN,COM,checkbulknl119.com,COM-OTE-1API1,2022-09-02 19:56:17,2023-01-24 20:59:11,2023-01-24 20:59:11,2026-09-02 19:56:17,AUTORENEW,1Y,0,2026-09-02 19:56:17,2026-08-28 19:56:17,2026-09-03 19:56:17,2026-10-16 19:56:17,pay,2026-08-28 19:56:17,ns3.epik.com ns4.epik.com,ns3.epik.com ns4.epik.com,clientTransferProhibited ACTIVE,,,,,,1,0,,,,,,,,,,test.user,,
maxuissues.com,DOMAIN,COM,maxuissues.com,COM-OTE-1API1,2022-07-14 14:17:56,2023-01-25 09:42:13,2023-01-25 09:42:13,2033-01-25 09:42:13,AUTORENEW,1Y,0,2033-01-25 09:42:13,2033-01-20 09:42:13,2033-01-26 09:42:13,2033-03-10 09:42:13,pay,2033-01-20 09:42:13,ns4.epik.com ns3.epik.com verification-7iq1x7ms.ns3.dan.hosting,ns4.epik.com ns3.epik.com,ACTIVE clientTransferProhibited,,,,,,1,0,,,,,,,,,,test.user,,
your-desired-domain222.com,DOMAIN,COM,your-desired-domain222.com,COM-OTE-1API1,2022-08-18 11:39:57,2022-08-18 11:39:58,0000-00-00 00:00:00,2026-08-18 11:39:57,AUTORENEW,1Y,0,2026-08-18 11:39:57,2026-08-13 11:39:57,2026-08-19 11:39:57,2026-10-01 11:39:57,pay,2026-08-13 11:39:57,ns1.hexonet.net ns2.hexonet.net,ns2.hexonet.net ns1.hexonet.net ns1.hexonet.net ns1.hexonet.net,ACTIVE clientTransferProhibited,P-TUH1260830,P-TUH1260830,P-TUH1260830,P-TUH1260830,,1,0,,,,,,,,,,test.user,,
checkbulknl111.com,DOMAIN,COM,checkbulknl111.com,COM-OTE-1API1,2022-09-02 19:56:03,2023-01-25 08:01:03,2023-01-25 08:01:03,2026-09-02 19:56:03,AUTORENEW,1Y,0,2026-09-02 19:56:03,2026-08-28 19:56:03,2026-09-03 19:56:03,2026-10-16 19:56:03,pay,2026-08-28 19:56:03,ns4.epik.com ns3.epik.com,ns4.epik.com ns3.epik.com,ACTIVE clientTransferProhibited,,,,,,1,0,,,,,,,,,,test.user,,
mydomain69123.com,DOMAIN,COM,mydomain69123.com,COM-OTE-1API1,2022-07-15 18:41:32,2022-07-15 18:41:36,0000-00-00 00:00:00,2026-07-15 18:41:32,AUTORENEW,1Y,0,2026-07-15 18:41:32,2026-07-10 18:41:32,2026-07-16 18:41:32,2026-08-28 18:41:32,pay,2026-07-10 18:41:32,ns2.ispapi.net ns3.ispapi.net ns1.ispapi.net,ns2.ispapi.net ns1.ispapi.net ns3.ispapi.net,ACTIVE clientTransferProhibited,P-MWL3409826,P-MWL3409826,P-MWL3409826,P-MWL3409826,,1,0,,,,,,,,,,test.user,,
test0322072501.com,DOMAIN,COM,test0322072501.com,COM-OTE-1API1,2022-07-25 13:09:47,2022-08-09 13:15:16,0000-00-00 00:00:00,2026-07-25 13:09:47,AUTORENEW,1Y,0,2026-07-25 13:09:47,2026-07-20 13:09:47,2026-07-26 13:09:47,2026-09-07 13:09:47,pay,2026-07-20 13:09:47,ns2.dns24.hu ns1.dns24.hu ns4.dns24.hu ns3.dns24.hu,,ACTIVE clientTransferProhibited,P-EMP2540761,P-EMP2540761,P-EMP2540761,P-EMP2540761,,1,0,,,,,,,,,,test.user,,
mydomain123test321.com,DOMAIN,COM,mydomain123test321.com,COM-OTE-1API1,2022-07-18 08:01:44,2022-07-18 09:38:26,0000-00-00 00:00:00,2026-07-18 08:01:44,AUTORENEW,1Y,0,2026-07-18 08:01:44,2026-07-13 08:01:44,2026-07-19 08:01:44,2026-08-31 08:01:44,pay,2026-07-13 08:01:44,ns1.ispapi.net ns3.ispapi.net ns2.ispapi.net,ns1.ispapi.net ns2.ispapi.net ns3.ispapi.net,ACTIVE clientTransferProhibited,P-MWL3409826,P-MWL3409826,P-MWL3409826,P-MWL3409826,,1,0,,,,,,,,,,test.user,,
gfdgdfgdgdfgr45543543.com,DOMAIN,COM,gfdgdfgdgdfgr45543543.com,COM-OTE-1API1,2022-06-09 08:07:28,2022-06-29 09:50:55,0000-00-00 00:00:00,2026-06-09 08:07:28,AUTORENEW,1Y,0,2026-06-09 08:07:28,2026-06-04 08:07:28,2026-06-10 08:07:28,2026-07-23 08:07:28,pay,2026-06-04 08:07:28,ns1.registrant-verification.ispapi.net ns3.registrant-verification.ispapi.net ns2.registrant-verification.ispapi.net,ns1.registrant-verification.ispapi.net ns3.registrant-verification.ispapi.net ns2.registrant-verification.ispapi.net,ACTIVE clientTransferProhibited,P-VRH3384581,P-VRH3384581,P-VRH3384581,P-VRH3384581,,1,0,,,,,,,,,,test.user,,
doby3.com,DOMAIN,COM,doby3.com,COM-OTE-1API1,2022-05-31 09:56:15,2022-09-02 08:11:03,2022-09-02 08:11:03,2026-05-31 09:56:15,AUTORENEW,1Y,0,2026-05-31 09:56:15,2026-05-26 09:56:15,2026-06-01 09:56:15,2026-07-14 09:56:15,pay,2026-05-26 09:56:15,ns4.epik.com ns3.epik.com,ns4.epik.com ns3.epik.com,clientTransferProhibited ACTIVE,,,,,,1,0,,,,,,,,,,test.user,,
some.cam,DOMAIN,PREMIUM_CAM_Q,some.cam,CENTRALNIC-OTE-1API,2022-06-03 17:12:09,2022-06-29 09:51:45,0000-00-00 00:00:00,2026-06-03 23:59:59,AUTORENEW,1Y,0,2026-06-03 23:59:59,2026-06-03 23:59:59,2026-07-17 23:59:59,2026-07-17 23:59:59,pay,2026-06-03 23:59:59,ns3.epik.com ns4.epik.com,,ACTIVE clientTransferProhibited,P-PAA3410171,P-PAA3410172,P-PAA3410173,P-PAA3410174,,1,,,,,,,,,,,test.user,,
maxunoissue.com,DOMAIN,COM,maxunoissue.com,COM-OTE-1API1,2022-07-14 14:24:13,2023-01-27 15:34:32,2023-01-27 15:34:32,2026-07-14 14:24:13,AUTORENEW,1Y,0,2026-07-14 14:24:13,2026-07-09 14:24:13,2026-07-15 14:24:13,2026-08-27 14:24:13,pay,2026-07-09 14:24:13,ns3.epik.com ns4.epik.com,ns3.epik.com ns4.epik.com,ACTIVE clientTransferProhibited,,,,,,1,0,,,,,,,,,,test.user,,
tetsgfdgfdrtetret45345.com,DOMAIN,COM,tetsgfdgfdrtetret45345.com,COM-OTE-1API1,2022-06-09 08:04:42,2022-06-29 09:50:54,0000-00-00 00:00:00,2026-06-09 08:04:42,AUTORENEW,1Y,0,2026-06-09 08:04:42,2026-06-04 08:04:42,2026-06-10 08:04:42,2026-07-23 08:04:42,pay,2026-06-04 08:04:42,ns2.registrant-verification.ispapi.net ns3.registrant-verification.ispapi.net ns1.registrant-verification.ispapi.net,ns3.registrant-verification.ispapi.net ns1.registrant-verification.ispapi.net ns2.registrant-verification.ispapi.net,ACTIVE clientTransferProhibited,P-VRH3384581,P-VRH3384581,P-VRH3384581,P-VRH3384581,,1,0,,,,,,,,,,test.user,,
doby.com,DOMAIN,COM,doby.com,COM-OTE-1API1,2022-05-31 09:18:15,2022-09-02 14:04:50,2022-09-02 14:04:50,2032-09-02 14:04:50,AUTORENEW,1Y,0,2032-09-02 14:04:50,2032-08-28 14:04:50,2032-09-03 14:04:50,2032-10-16 14:04:50,pay,2032-08-28 14:04:50,ns4.epik.com ns3.epik.com,ns3.epik.com ns4.epik.com,ACTIVE clientTransferProhibited,,,,,,1,0,,,,,,,,,,test.user,,
asdasds.guru,DOMAIN,GURU,asdasds.guru,DONUTS-OTE-1API1,2022-06-23 14:39:16,2022-07-14 09:05:56,0000-00-00 00:00:00,2026-06-23 14:39:16,AUTORENEW,1Y,0,2026-06-23 14:39:16,2026-06-18 14:39:16,2026-06-24 14:39:16,2026-08-06 14:39:16,pay,2026-06-18 14:39:16,ns2.ispapi.net ns1.ispapi.net,ns2.ispapi.net ns1.ispapi.net,ACTIVE clientTransferProhibited,sdasdasdsadsdasdasdsdsad,sdasdasdsadsdasdasdsdsad,sdasdasdsadsdasdasdsdsad,sdasdasdsadsdasdasdsdsad,,1,0,,,,,,,,,,test.user,,
maxusagetwo.bike,DOMAIN,BIKE,maxusagetwo.bike,DONUTS-OTE-1API1,2022-07-14 07:27:37,2023-01-26 18:08:21,2023-01-25 10:11:43,2026-07-14 07:27:37,AUTORENEW,1Y,0,2026-07-14 07:27:37,2026-07-09 07:27:37,2026-07-15 07:27:37,2026-08-27 07:27:37,pay,2026-07-09 07:27:37,ns4.epik.com ns3.epik.com,,clientTransferProhibited ACTIVE,AUTO-PAA-3446000,AUTO-PAA-3446002,AUTO-PAA-3446004,AUTO-PAA-3446006,,1,0,,,,,,,,,,test.user,,
maxusagetwo.com,DOMAIN,COM,maxusagetwo.com,COM-OTE-1API1,2022-07-14 07:27:35,2023-01-27 15:34:45,2023-01-27 15:34:45,2026-07-14 07:27:35,AUTORENEW,1Y,0,2026-07-14 07:27:35,2026-07-09 07:27:35,2026-07-15 07:27:35,2026-08-27 07:27:35,pay,2026-07-09 07:27:35,ns4.epik.com ns3.epik.com,ns3.epik.com ns4.epik.com,ACTIVE clientTransferProhibited,,,,,,1,0,,,,,,,,,,test.user,,
aboutlock.co,DOMAIN,CO,aboutlock.co,ARI-OTE-1API1,2022-08-30 14:56:03,2023-01-27 15:36:09,2023-01-27 15:34:20,2026-08-30 14:56:03,AUTORENEW,1Y,0,2026-08-30 14:56:03,2026-08-23 14:56:03,2026-08-30 14:56:03,2026-10-13 14:56:03,pay,2026-08-23 14:56:03,ns4.epik.com ns3.epik.com,,clientTransferProhibited ACTIVE,AUTO-BMT-3446051,AUTO-BDW-3446053,AUTO-KTE-3446055,AUTO-TBO-3446057,,1,0,,,,,,,,,,test.user,,
your-desired-domain225.com,DOMAIN,COM,your-desired-domain225.com,COM-OTE-1API1,2022-08-18 12:18:49,2022-08-18 12:18:49,0000-00-00 00:00:00,2026-08-18 12:18:49,AUTORENEW,1Y,0,2026-08-18 12:18:49,2026-08-13 12:18:49,2026-08-19 12:18:49,2026-10-01 12:18:49,pay,2026-08-13 12:18:49,ns1.hexonet.net ns2.hexonet.net,ns1.hexonet.net ns1.hexonet.net ns2.hexonet.net ns1.hexonet.net,ACTIVE clientTransferProhibited,P-TUH1260830,P-TUH1260830,P-TUH1260830,P-TUH1260830,,1,0,,,,,,,,,,test.user,,
papakaiathome.com,DOMAIN,COM,papakaiathome.com,COM-OTE-1API1,2022-10-14 10:49:26,2022-10-14 10:49:29,0000-00-00 00:00:00,2026-10-14 10:49:26,AUTORENEW,1Y,0,2026-10-14 10:49:26,2026-10-09 10:49:26,2026-10-15 10:49:26,2026-11-27 10:49:26,pay,2026-10-09 10:49:26,ns1.ispapi.net ns2.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE clientTransferProhibited,P-MWL3409826,P-MWL3409826,P-MWL3409826,P-MWL3409826,,1,0,,,,,,,,,,test.user,,
abrakadabrainbasement.com,DOMAIN,COM,abrakadabrainbasement.com,COM-OTE-1API1,2022-10-17 09:20:54,2022-10-17 09:20:56,0000-00-00 00:00:00,2026-10-17 09:20:54,AUTORENEW,1Y,0,2026-10-17 09:20:54,2026-10-12 09:20:54,2026-10-18 09:20:54,2026-11-30 09:20:54,pay,2026-10-12 09:20:54,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE clientTransferProhibited,P-MWL3409826,P-MWL3409826,P-MWL3409826,P-MWL3409826,,1,0,,,,,,,,,,test.user,,
checkbulknl11.com,DOMAIN,COM,checkbulknl11.com,COM-OTE-1API1,2022-09-02 19:58:29,2023-01-25 08:01:24,2023-01-25 08:01:24,2026-09-02 19:58:29,AUTORENEW,1Y,0,2026-09-02 19:58:29,2026-08-28 19:58:29,2026-09-03 19:58:29,2026-10-16 19:58:29,pay,2026-08-28 19:58:29,ns3.epik.com ns4.epik.com,ns4.epik.com ns3.epik.com,clientTransferProhibited ACTIVE,,,,,,1,0,,,,,,,,,,test.user,,
checkbulknl101.com,DOMAIN,COM,checkbulknl101.com,COM-OTE-1API1,2022-09-02 19:57:11,2023-01-25 08:55:30,2023-01-25 08:55:30,2026-09-02 19:57:11,AUTORENEW,1Y,0,2026-09-02 19:57:11,2026-08-28 19:57:11,2026-09-03 19:57:11,2026-10-16 19:57:11,pay,2026-08-28 19:57:11,ns3.epik.com ns4.epik.com,ns4.epik.com ns3.epik.com,ACTIVE clientTransferProhibited,,,,,,1,0,,,,,,,,,,test.user,,
checkbulknl105.com,DOMAIN,COM,checkbulknl105.com,COM-OTE-1API1,2022-09-02 19:56:58,2023-01-25 08:55:17,2023-01-25 08:55:17,2026-09-02 19:56:58,AUTORENEW,1Y,0,2026-09-02 19:56:58,2026-08-28 19:56:58,2026-09-03 19:56:58,2026-10-16 19:56:58,pay,2026-08-28 19:56:58,ns3.epik.com ns4.epik.com,ns4.epik.com ns3.epik.com,clientTransferProhibited ACTIVE,,,,,,1,0,,,,,,,,,,test.user,,
checkbulknl115.com,DOMAIN,COM,checkbulknl115.com,COM-OTE-1API1,2022-09-02 19:56:27,2023-01-25 08:55:03,2023-01-25 08:55:03,2026-09-02 19:56:27,AUTORENEW,1Y,0,2026-09-02 19:56:27,2026-08-28 19:56:27,2026-09-03 19:56:27,2026-10-16 19:56:27,pay,2026-08-28 19:56:27,ns4.epik.com ns3.epik.com,ns3.epik.com ns4.epik.com,clientTransferProhibited ACTIVE,,,,,,1,0,,,,,,,,,,test.user,,
test0322101901.com,DOMAIN,COM,test0322101901.com,COM-OTE-1API1,2022-10-19 15:21:54,2022-11-03 15:45:12,0000-00-00 00:00:00,2026-10-19 15:21:54,AUTORENEW,1Y,0,2026-10-19 15:21:54,2026-10-14 15:21:54,2026-10-20 15:21:54,2026-12-02 15:21:54,pay,2026-10-14 15:21:54,ns4.dns24.hu ns2.dns24.hu ns1.dns24.hu ns3.dns24.hu,,ACTIVE clientTransferProhibited,P-ETT3434526,P-ETT3434526,P-ETT3434526,P-ETT3434526,,1,0,,,,,,,,,,test.user,,
testtest55555.blog,DOMAIN,BLOG,testtest55555.blog,CENTRALNIC-OTE-1API,2022-09-20 10:23:27,2023-08-14 08:29:02,0000-00-00 00:00:00,2026-09-20 23:59:59,AUTORENEW,1Y,0,2026-09-20 23:59:59,2026-09-20 23:59:59,2026-11-03 23:59:59,2026-11-03 23:59:59,pay,2026-09-20 23:59:59,ns2.ispapi.net ns1.ispapi.net,ns2.ispapi.net ns1.ispapi.net,ACTIVE clientTransferProhibited,P-TUH1260830,P-TUH1260830,P-TUH1260830,P-TUH1260830,,1,,,,,,,,,,,test.user,,
